category,foodCode,foodName,englishName,edible,water,energyKCal,energyKJ,protein,fat,CHO,dietaryFiber,cholesterol,ash,vitaminA,carotene,retinol,thiamin,riboflavin,niacin,vitaminC,vitaminETotal,vitaminE1,vitaminE2,vitaminE3,Ca,P,K,Na,Mg,Fe,Zn,Se,Cu,Mn,remark
坚果种子类-种子,072026,西瓜子（熟）［黑瓜子］,Watermelon seed，in shell，salted and roasted,38,10.7,550,2276,29.0,46.0,9.5,8.9,0,4.8,Tr,Tr,0,0.06,0.06,1.1,—,21.10,3.48,16.62,Tr,44,1080,880,599.4,437,7.7,5.02,22.64,1.87,2.12,甘肃
干豆类及其制品-其他,039101,扁豆（干）,"Hyacinth bean, green, dried",100,9.9,339,1420,25.3,0.4,61.9,6.5,0,2.5,3,30,0,0.26,0.45,2.60,—,1.86,—,—,—,137,218,439,2.3,92,19.2,1.90,32.00,1.27,1.19,甘肃
干豆类及其制品-其他,039102,扁豆（干，白）,"Hyacinth bean, white, dried",100,19.4,283,1185,19.0,1.3,55.6,13.4,0,4.7,—,—,0,0.33,0.11,1.20,—,0.89,0.01,0.53,0.35,68,340,1070,1.0,163,4.0,1.93,1.17,0.52,1.31,上海
干豆类及其制品-其他,039201,眉豆（干）［饭豇豆］,"Cowpea, catjang, dried",100,12.0,334,1395,18.6,1.1,65.6,6.6,0,2.7,—,—,0,0.15,0.18,2.10,—,12.29,Tr,4.89,7.40,60,310,525,86.5,171,5.5,4.70,2.89,0.86,2.14,广东
干豆类及其制品-其他,039202,豇豆（干）,"Common cowpea, dried",100,10.9,336,1407,19.3,1.2,65.6,7.1,0,3.0,5,60,0,0.16,0.08,1.90,—,8.61,5.34,3.27,Tr,40,344,737,6.8,36,7.1,3.04,5.74,2.10,1.07,
干豆类及其制品-其他,039203,豇豆（干，紫）,"Cowpea, purple, dried",100,11.2,329,1375,18.9,0.4,65.8,6.9,0,3.7,2,20,0,0.22,0.09,2.40,—,11.42,0.88,3.73,6.81,67,345,500,4.0,41,7.9,1.61,1.52,1.42,0.98,
干豆类及其制品-其他,039204,豇豆（煮）,"Cowpea, boiled",100,64.8,133,556,9.5,0.6,24.0,1.8,0,1.1,1,9,0,0.26,0.28,0.80,1.0,—,—,—,—,29,87,400,Tr,—,3.4,—,—,—,—,
干豆类及其制品-其他,039301,豌豆（干）,"Carden pea, dried",100,10.4,334,1395,20.3,1.1,65.8,10.4,0,2.4,21,250,0,0.49,0.14,2.40,—,8.47,Tr,8.28,0.19,97,259,823,9.7,118,4.9,2.35,1.69,0.47,1.15,
干豆类及其制品-其他,039302,豌豆（花）,"Carden pea, variegated",100,11.5,336,1406,21.6,1.0,63.6,6.9,0,2.3,20,240,0,0.68,0.22,2.40,—,9.63,0.11,9.27,0.25,106,218,736,3.2,112,4.4,2.47,9.72,0.54,1.17,
干豆类及其制品-其他,039303,豌豆（煮）,"Pea, boiled",100,70.5,107,448,8.9,0.3,19.2,2.4,0,1.1,3,33,0,0.22,0.09,1.90,14.0,—,—,—,—,29,129,230,1.0,—,2.3,—,—,—,—,
干豆类及其制品-其他,039401,鹰嘴豆［桃豆］,"Chickpeas, dried, raw",100,11.3,340,1433,21.2,4.2,60.1,11.6,0,3.3,7,86,0,0.41,0.25,—,3.5,11.61,—,—,—,150,450,830,6.0,210,3.4,1.50,—,0.44,2.20,北京
干豆类及其制品-其他,039901,荆豆（干）,"Gorse, dried",100,9.0,407,1702,43.6,14.3,28.5,5.2,0,4.6,21,250,0,—,0.25,1.80,Tr,—,—,—,—,207,785,—,—,—,7.3,—,—,—,—,陕西
干豆类及其制品-其他,039902,木豆（干）［扭豆，豆蓉］,"Cajan, dried",100,10.7,348,1454,19.8,4.5,58.8,3.7,0,6.2,—,—,0,0.66,,—,Tr,—,—,—,—,231,528,—,—,—,12.5,—,—,—,—,广西
干豆类及其制品-大豆,031101,黄豆［大豆］,Soybean,100,10.2,390,1631,35.0,16.0,34.2,15.5,0,4.6,18,220,0,0.41,0.20,2.10,—,18.90,0.90,13.39,4.61,191,465,1503,2.2,199,8.2,3.34,6.16,1.35,2.26,
干豆类及其制品-大豆,031102,黑豆（干）［黑大豆］,Black soybean,100,9.9,401,1678,36.0,15.9,33.6,10.2,0,4.6,3,30,0,0.20,0.33,2.00,—,17.36,0.97,11.78,4.61,224,500,1377,3.0,243,7.0,4.18,6.79,1.56,2.83,
干豆类及其制品-大豆,031103,青豆（干）［青大豆］,Green soybean,100,9.5,398,1667,34.5,16.0,35.4,12.6,0,4.6,66,790,0,0.41,0.18,3.00,—,10.09,0.40,6.89,2.80,200,395,718,1.8,128,8.4,3.18,5.62,1.38,2.25,
干豆类及其制品-大豆,031104,黄豆,Soybean，yellow,100,9.2,407,1704,33.1,15.9,37.3,9.0,0,4.5,3,40,0,0.11,0.22,1.53,—,—,—,—,—,123,418,1276,13.8,211,35.8,4.61,2.03,1.17,2.03,
干豆类及其制品-大豆,031201,黄豆粉,Soybean flour,100,6.7,432,1807,32.7,18.3,37.6,7.0,0,4.7,32,380,0,0.31,0.22,2.50,—,33.69,Tr,20.44,13.25,207,395,1890,3.6,129,8.1,3.89,2.47,1.39,2.00,
干豆类及其制品-大豆,031202,豆腐花［豆腐粉］,Soybean milk powder,100,1.6,401,1676,10.0,2.6,84.3,Tr,0,1.5,21,250,0,0.02,0.03,0.40,—,5.00,Tr,2.65,2.35,175,95,339,Tr,60,3.3,0.75,1.70,0.28,0.52,北京
干豆类及其制品-大豆,031203,豆浆粉,Soybean milk powder,100,1.5,426,1783,19.7,9.4,66.8,2.2,0,2.6,—,—,0,0.07,0.05,0.70,—,17.99,2.06,4.65,11.28,101,253,771,26.4,122,3.7,1.77,3.30,0.69,1.24,浙江
干豆类及其制品-大豆,031206,豆奶粉（维维牌）,Soybean milk powder，WEIWEI，cow's milk and sugar added,100,2.4,421,1777,19.4,9.4,65.2,1.0,0,3.6,1525,—,1525,1.01,1.32,3.59,32.0,30.10,—,—,—,635,393,571,221.3,47,8.3,6.25,—,—,—,江苏
干豆类及其制品-大豆,031207,豆奶粉（多力牌）,Soybean milk powder，DUOLI，cow's milk powder，egg powder and sugar added，calcium fortified,100,2.6,405,1712,12.3,6.5,76.4,—,0,2.2,—,—,—,0.10,0.08,0.49,—,6.68,0.56,3.92,2.20,268,241,540,151.4,60,1.7,0.95,1.10,0.29,0.46,江苏
干豆类及其制品-大豆,031208,豆奶粉（大磨牌）,Soybean milk powder，DAMO，cow's milk added，calcium and iron fortified，unsweetened,100,4.3,432,1821,27.4,13.0,51.6,0.3,0,3.7,—,—,—,0.46,1.01,—,16.0,22.18,7.18,10.08,4.92,281,486,720,99.2,152,4.5,7.14,3.96,1.12,1.31,黑龙江
干豆类及其制品-大豆,031301x,豆腐（代表值）,Tofu，Soybean curd，semisoft,100,83.8,84,351,6.6,5.3,3.4,—,0,0.9,—,—,0,0.06,0.02,0.21,Tr,5.79,0.40,3.19,2.33,78,82,118,5.6,41,1.2,0.57,1.50,0.08,0.12,
干豆类及其制品-大豆,031304,豆腐（内酯）,Tofu，Soybean curd，coagulated with gluconalactone，soft,100,89.2,50,207,5.0,1.9,3.3,0.4,0,0.6,—,—,0,0.06,0.03,0.30,—,3.26,Tr,1.12,2.14,17,57,95,6.4,24,0.8,0.55,0.81,0.13,0.26,
干豆类及其制品-大豆,031305,豆腐脑［老豆腐］,Soybean curd，soft，cooked with pickled vegetables,100,96.7,15,62,1.9,0.8,0.0,Tr,0,0.6,—,—,0,0.04,0.02,0.40,—,10.46,—,—,—,18,5,107,2.8,28,0.9,0.49,Tr,0.26,0.25,河北
干豆类及其制品-大豆,031306,豆腐（北豆腐）,Tofu，Soybean curd，semisoft，Northern style,100,78.6,116,482,9.2,8.1,3.0,—,0,1.1,—,—,0,0.05,0.02,0.11,Tr,8.40,0.46,5.02,2.92,105,112,106,7.3,63,1.5,0.74,2.46,0.06,0.07,北京
干豆类及其制品-大豆,031307,豆腐（南豆腐）,Tofu，Soybean curd，soft，Southern style,100,83.6,87,363,5.7,5.8,3.9,—,0,1.0,—,—,0,0.06,0.02,Tr,Tr,5.72,0.34,3.44,1.94,113,76,154,3.1,36,1.2,0.43,1.23,0.04,0.03,北京
干豆类及其制品-大豆,031402,豆奶［豆乳］,Soybean milk，mixed with bovine milk,100,94.0,30,127,2.4,1.5,1.8,Tr,5,0.3,—,—,0,0.02,0.06,0.30,—,4.50,4.50,Tr,Tr,23,35,92,3.2,7,0.6,0.24,0.73,5.57,0.11,
干豆类及其制品-大豆,031403,豆汁（生）,*Sour soybean drink*，fermented ground beans,100,97.4,10,41,0.9,0.1,1.4,0.1,0,0.2,Tr,—,Tr,0.02,0.02,0.10,—,0.34,Tr,0.30,0.04,8,21,47,6.5,6,0.4,0.11,0.25,0.05,—,北京
干豆类及其制品-大豆,031404,酸豆奶,Sour soybean milk，fermented,100,84.5,67,279,2.2,1.2,11.8,Tr,0,0.3,—,—,0,0.06,,0.70,—,1.11,Tr,0.42,0.69,32,22,70,18.6,16,0.4,0.21,0.20,0.08,0.12,北京
干豆类及其制品-大豆,031405,豆浆,Soybean milk ，unsweetened,100,93.8,31,128,3.0,1.6,1.2,—,0,0.4,—,—,0,0.02,0.02,0.14,Tr,1.06,0.06,0.56,0.44,5,42,117,3.7,15,0.4,0.28,Tr,0.16,0.16,北京
干豆类及其制品-大豆,031406,豆浆（甜）,Soybean milk ，sweetened,100,91.8,34,142,2.4,0.5,4.9,0.1,0,0.4,—,—,0,0.04,0.02,0.15,Tr,1.27,—,—,—,27,21,54,—,15,0.5,0.27,0.10,0.08,—,北京
干豆类及其制品-大豆,031501,豆腐丝,Soybean curd sheet，thin strip，semisoft,100,58.4,203,850,21.5,10.5,6.2,1.1,0,3.4,3,30,0,0.04,0.12,0.50,—,9.76,Tr,4.87,4.89,204,220,74,20.6,127,9.1,2.04,1.39,0.29,1.71,
干豆类及其制品-大豆,031502,豆腐丝（干）,Soybean curd sheet，thin strip，dried,100,7.4,451,1886,57.7,22.8,3.7,Tr,0,8.4,—,—,0,0.30,0.60,—,—,7.80,—,—,—,5,74,7,110.0,—,1.3,3.59,2.72,0.26,2.40,河北
干豆类及其制品-大豆,031503,豆腐丝（油）,Soybean curd sheet，thin strip，deep fried,100,38.2,304,1273,24.2,17.1,14.5,2.2,0,6.0,2,20,0,0.02,0.09,1.80,—,17.80,1.78,10.21,5.81,152,423,208,769.4,93,5.0,2.98,6.10,0.27,1.37,北京
干豆类及其制品-大豆,031504,豆腐卷,Soybean curd sheet，rolled,100,61.6,203,849,17.9,11.6,7.2,1.0,0,1.7,15,180,0,0.02,0.04,0.40,—,27.63,1.47,19.14,7.02,156,288,82,81.1,152,6.1,2.76,2.51,0.42,1.66,山东
干豆类及其制品-大豆,031506,油豆腐,"Soybean curd, diced, deep fried",100,58.8,245,1024,17.0,17.6,4.9,0.6,0,1.7,3,30,0,0.05,0.04,0.30,—,24.70,1.89,14.28,8.53,147,238,158,32.5,72,5.2,2.03,0.63,0.30,1.38,
干豆类及其制品-大豆,031507,腐竹,"Soybean milk film, stick shaped, skimmed from soy milk, dried",100,7.9,461,1928,44.6,21.7,22.3,1.0,0,3.5,—,—,0,0.13,0.07,0.80,—,27.84,1.43,19.13,7.28,77,284,553,26.5,71,16.5,3.69,6.65,1.31,2.55,
干豆类及其制品-大豆,031508,枝竹,"*Soy bamboo* film, skimmed from soy milk, rolled",100,6.9,478,1999,44.4,24.7,20.8,2.7,0,3.2,—,—,0,0.11,0.07,0.90,—,26.78,—,—,—,49,490,837,83.0,162,10.8,3.20,6.14,0.78,2.90,广东
干豆类及其制品-大豆,031509,千张［百页］,"Soybean curd sheet, semisoft",100,52.0,262,1096,24.5,16.0,5.5,1.0,0,2.0,3,30,0,0.04,0.05,0.20,—,23.38,0.94,10.42,12.02,313,309,94,20.6,80,6.4,2.52,1.75,0.46,1.96,
干豆类及其制品-大豆,031510x,豆腐干（代表值）,"Soybean curd slab, semisoft",100,61.3,197,823,14.9,11.3,9.6,—,0,3.1,2,25,0,0.02,0.05,0.40,Tr,13.00,3.46,9.32,2.54,447,174,137,329.0,69,7.1,1.84,7.12,0.41,1.07,
干豆类及其制品-大豆,031511,豆腐干（菜干）,"Soybean curd slab, salted, semisoft",100,71.3,137,573,13.4,7.1,5.0,0.3,0,3.2,—,—,0,0.01,0.01,0.30,—,0.62,Tr,Tr,0.62,179,79,70,633.6,81,3.0,1.39,0.50,0.15,0.81,北京
干豆类及其制品-大豆,031512,豆腐干（臭干）,"Fermented soybean curd slab, semisoft, pungent",100,77.9,99,416,10.2,4.6,4.5,0.4,0,2.8,—,—,0,0.02,0.11,0.10,—,—,—,—,—,720,166,136,33.8,40,4.2,0.98,3.34,0.31,0.85,
干豆类及其制品-大豆,031513,豆腐干（酱油干）,"Soybean curd slab, with soy sauce, semisoft",100,70.2,157,656,14.9,9.1,4.0,0.3,0,1.8,—,—,0,0.02,0.03,—,—,16.41,4.57,10.82,1.02,413,188,130,90.3,46,5.9,1.18,—,1.28,1.36,合肥
干豆类及其制品-大豆,031514,豆腐干（卤干）,"Soybean curd slab, cooked in soy sauce, semisoft",100,32.4,339,1417,14.5,16.7,33.4,1.6,0,3.0,—,—,0,0.03,0.14,0.20,—,—,—,—,—,731,162,134,40.9,43,3.9,3.61,—,0.57,0.84,江苏
干豆类及其制品-大豆,031515,豆腐干（蒲包干）,"Soybean curd slab, semisoft",100,72.5,135,566,12.1,5.7,8.9,Tr,0,0.8,—,—,0,0.02,0.01,—,—,14.09,3.85,9.78,0.46,134,57,236,633.1,21,9.1,1.73,—,0.22,0.98,合肥
干豆类及其制品-大豆,031516,豆腐干（香干）,"Soybean curd slab, cooked with spices, semisoft",100,69.2,152,637,15.8,7.8,5.1,0.8,0,2.1,3,40,0,0.04,0.03,0.30,—,15.85,4.69,10.09,1.07,299,219,99,234.1,88,5.7,1.59,3.15,0.41,1.19,
干豆类及其制品-大豆,031517,豆腐干（小香干）,"Soybean curd slab, spiced, semisoft",100,61.0,174,729,17.9,9.1,5.4,0.4,0,6.6,—,—,0,0.03,0.07,Tr,—,7.39,0.28,2.83,4.28,1019,177,141,372.3,87,23.3,2.55,23.60,0.38,1.61,杭州
干豆类及其制品-大豆,031518,豆腐干（熏干）,"Soybean curd slab, smoked, semisoft",100,67.5,154,643,15.8,6.2,8.8,0.3,0,1.7,1,10,0,0.03,0.01,1.00,—,7.03,Tr,4.04,2.99,173,109,136,232.7,109,3.9,1.80,8.90,0.22,1.05,北京
干豆类及其制品-大豆,031519,豆肝尖,"Soybean curd pieces, cooked with spices, semisoft",100,57.6,203,849,17.2,12.0,9.4,5.7,0,3.8,—,—,0,0.01,0.06,0.10,—,37.58,1.83,26.91,8.84,5,209,24,614.5,25,7.4,1.90,3.19,0.11,1.40,青岛
干豆类及其制品-大豆,031520,素大肠,"*Soy intestine*, rolled sheet, cooked with spices, semisoft",100,63.0,155,648,18.1,3.6,13.0,1.0,0,2.3,—,—,0,0.02,0.02,0.10,—,—,—,—,—,445,249,179,144.7,56,3.8,4.03,—,1.06,1.14,江苏
干豆类及其制品-大豆,031521,素火腿,"*Soy ham*, rolled sheet, cooked with spices, semisoft",100,55.0,213,890,19.1,13.2,4.8,0.9,0,7.9,—,—,0,0.01,0.03,0.10,—,25.99,4.17,21.82,Tr,8,115,24,675.9,25,7.3,1.96,3.18,0.16,1.57,青岛
干豆类及其制品-大豆,031522,素鸡,"*Soy chicken *, rolled sheet, cooked with spices, semisoft",100,64.3,194,810,16.5,12.5,4.2,0.9,0,2.5,5,60,0,0.02,0.03,0.40,—,17.80,0.69,6.64,10.47,319,180,42,373.8,61,5.3,1.74,6.73,0.27,1.12,
干豆类及其制品-大豆,031523,素鸡丝卷,"*Soy chicken shreds*, thin strip of rolled sheet, with spices",100,63.5,197,826,11.2,13.7,10.1,5.6,0,1.5,3,30,0,0.03,0.04,0.50,—,27.72,—,—,—,103,261,56,—,121,6.0,1.52,2.29,0.22,1.63,哈尔滨
干豆类及其制品-大豆,031524,素什锦,"Mixed soybean curd, cooked with soy sauce, semisoft",100,65.3,177,741,14.0,10.2,8.3,2.0,0,2.2,—,—,0,0.07,0.04,0.50,—,9.51,2.19,4.90,2.42,174,186,143,475.1,45,6.0,1.25,2.80,0.21,1.06,北京
干豆类及其制品-大豆,031525,炸素虾,"*Soy shrimp*, spices, deep fried",100,3.4,582,2434,27.6,44.4,19.3,2.7,0,5.3,—,—,0,0.04,0.02,1.60,—,50.79,9.67,25.31,15.81,251,245,211,1440.0,110,6.3,2.49,4.30,0.37,1.03,北京
干豆类及其制品-大豆,031526,烤麸,"Wheat gluten, cooked with soy sauce and sugar",100,68.6,121,507,20.4,0.3,9.3,0.2,0,1.4,—,—,0,0.04,0.05,1.20,—,0.42,0.24,0.18,Tr,30,72,25,230.0,38,2.7,1.19,—,0.25,0.73,上海
干豆类及其制品-大豆,031527,豆腐皮,"Soybean sheet, dried, skimmed from soybean milk",100,9.4,447,1868,51.6,23.0,12.5,—,0,3.5,23,280,0,0.22,0.12,0.91,Tr,46.55,2.66,27.98,15.91,239,494,877,7.4,179,11.7,4.08,2.26,1.17,2.71,辽宁
干豆类及其制品-大豆,031528,腐竹,"Soybean stick, dried, skimmed from soybean milk",100,7.1,485,2024,54.2,27.2,8.1,—,0,3.4,—,—,0,0.02,0.17,0.80,Tr,28.43,1.27,17.88,9.28,50,655,670,27.1,140,3.8,4.71,1.51,0.86,2.38,广西
干豆类及其制品-大豆,031529,豆腐干,"Soybean curd slab, semisoft",100,30.1,427,1768,19.6,35.2,11.4,—,0,3.7,—,—,0,0.02,0.08,0.47,Tr,29.63,3.92,18.34,7.37,352,408,153,690.2,109,4.8,1.77,3.20,0.11,0.92,浙江
干豆类及其制品-绿豆,032101,绿豆（干）,"Mung bean, dried",100,12.3,329,1376,21.6,0.8,62.0,6.4,0,3.3,11,130,0,0.25,0.11,2.00,—,10.95,Tr,10.66,0.29,81,337,787,3.2,125,6.5,2.18,4.28,1.08,1.11,
干豆类及其制品-绿豆,032102,绿豆面,Mung bean flour,100,9.6,341,1427,20.8,0.7,65.8,5.8,0,3.1,8,90,0,0.45,0.12,0.70,—,—,—,—,—,134,304,1055,3.3,—,8.1,2.68,10.58,1.55,—,郑州
干豆类及其制品-绿豆,032201,绿豆饼,Mung bean pancake,100,69.7,122,512,15.2,1.2,12.7,—,0,1.2,—,—,0,0.07,0.02,—,—,—,—,—,—,18,25,16,3.1,2,1.0,0.42,—,0.19,0.31,合肥
干豆类及其制品-芸豆,034101,花豆（干，红）,"Kidney bean, red, dried",100,14.8,328,1372,19.1,1.3,62.7,5.5,0,2.1,36,430,0,0.25,—,3.00,—,6.13,—,—,—,38,48,358,12.5,17,0.3,1.27,19.05,0.94,1.22,甘肃
干豆类及其制品-芸豆,034102,花豆（干，紫）,"Kidney bean, purple, dried",97,13.2,330,1380,17.2,1.4,65.8,7.4,0,2.4,23,280,0,0.14,—,2.70,—,9.64,—,—,—,221,169,641,19.6,120,5.9,3.40,74.06,0.92,1.08,甘肃
干豆类及其制品-芸豆,034103,芸豆（干，白）,"Kidney bean, white, dried",100,14.4,315,1320,23.4,1.4,57.2,9.8,0,3.6,—,—,0,0.18,0.26,2.40,—,6.16,—,—,—,—,—,—,—,—,—,—,—,—,—,甘肃
干豆类及其制品-芸豆,034104,芸豆（干，红）,"Kidney bean, red, dried",100,11.1,331,1384,21.4,1.3,62.5,8.3,0,3.7,15,180,0,0.18,0.09,2.00,—,7.74,0.20,7.14,0.40,176,218,1215,0.6,164,5.4,2.07,4.61,0.83,1.43,
干豆类及其制品-芸豆,034105,芸豆（干，虎皮）,"Kidney bean, variegated, dried",100,10.2,341,1427,22.5,0.9,62.5,3.5,0,3.9,—,—,0,0.37,0.28,2.10,—,6.02,—,—,—,156,66,809,3.3,31,1.7,1.20,9.75,0.53,1.02,甘肃
干豆类及其制品-芸豆,034106,芸豆（干，杂，带皮）,"Kidney bean, multi colored, dried",100,9.8,327,1369,22.4,0.6,63.3,10.5,0,3.9,—,—,0,—,—,—,—,—,—,—,—,349,386,1058,10.5,197,8.7,2.22,14.02,1.11,1.46,甘肃
干豆类及其制品-蚕豆,035101,蚕豆（干）,Broad bean，dried,100,13.2,338,1414,21.6,1.0,61.5,1.7,0,2.7,—,—,0,0.09,0.13,1.90,2.0,1.60,0.98,0.62,Tr,31,418,1117,86.0,57,8.2,3.42,1.30,0.99,1.09,青海
干豆类及其制品-蚕豆,035102,蚕豆（带皮）,Broad bean，with seed coat,93,11.5,326,1364,24.6,1.1,59.9,10.9,0,2.9,4,50,0,0.13,0.23,2.20,—,4.90,0.84,3.80,0.26,49,339,992,21.2,113,2.9,4.76,4.29,0.64,1.00,
干豆类及其制品-蚕豆,035103,蚕豆（去皮）,Broad bean，seed coat removed,100,11.3,347,1450,25.4,1.6,58.9,2.5,0,2.8,25,300,0,0.20,0.20,2.50,—,6.68,0.43,6.13,0.12,54,181,801,2.2,94,2.5,3.32,4.83,1.17,0.96,
干豆类及其制品-蚕豆,035104,马牙大豆（干）,Broad bean，*Maya*，dried,100,9.6,338,1413,27.2,0.9,59.4,8.4,0,2.9,—,—,0,0.59,0.05,Tr,—,2.49,1.29,1.10,0.10,7,510,181,87.0,89,1.3,2.61,0.77,2.63,0.79,青海
干豆类及其制品-蚕豆,035105,脑豆（干）,Broad bean，*Naodou*，dried,100,10.7,363,1520,23.4,3.8,59.6,1.5,0,2.5,—,—,0,0.35,0.28,2.90,—,19.21,—,—,—,327,354,686,12.0,171,7.7,2.45,7.34,1.14,2.05,甘肃
干豆类及其制品-蚕豆,035201,蚕豆（烤）,Broad bean，roasted,100,4.3,377,1577,27.0,2.0,63.8,2.2,0,2.9,9,110,0,0.22,0.12,4.80,—,5.16,0.42,4.74,Tr,229,454,1083,10.9,138,5.3,3.04,4.90,1.34,1.15,北京
干豆类及其制品-蚕豆,035202,蚕豆（炸）［开花豆］,Broad bean，deep fried,100,10.5,447,1872,26.7,20.0,40.4,0.5,0,2.4,—,—,0,0.16,0.12,7.70,—,5.15,2.36,2.79,Tr,207,330,742,547.9,69,3.6,2.83,2.10,0.94,0.18,北京
干豆类及其制品-蚕豆,035203,蚕豆（煮）,Broad bean，immature seeds，cooked，boiled，drained，without salt,100,83.7,62,259,4.8,0.5,10.1,—,0,0.9,—,—,0,0.13,0.09,1.20,19.8,—,—,—,—,18,73,193,41.0,31,1.5,0.47,1.00,0.06,0.26,
干豆类及其制品-赤豆,033101,赤小豆（干）［小豆，红小豆］,Red bean，dried,100,12.6,324,1357,20.2,0.6,63.4,7.7,0,3.2,7,80,0,0.16,0.11,2.00,—,14.36,Tr,6.01,8.35,74,305,860,2.2,138,7.4,2.20,3.80,0.64,1.33,北京
干豆类及其制品-赤豆,033201,小豆粥,Adzuki bean porridge，with osmanthus flower & sugar,100,84.4,62,259,1.2,0.4,13.7,0.6,0,0.3,—,—,0,,,0.20,—,0.19,Tr,Tr,0.19,13,14,45,2.3,17,0.6,0.33,0.50,0.03,0.09,北京
干豆类及其制品-赤豆,033204,红豆沙（去皮）,Adzuki bean paste，skin removed，sweetened,100,37.9,244,1035,4.5,0.1,57.1,1.8,0,0.4,—,—,0,0.02,0.02,—,Tr,2.69,—,—,—,19,65,21,26.3,7,1.1,0.60,0.41,0.06,0.22,北京
干豆类及其制品-赤豆,033205,红豆馅,Adzuki bean paste，with skin，sweetened,100,33.0,261,1108,4.5,0.2,61.7,2.8,0,0.6,—,—,0,0.02,0.04,—,Tr,3.66,—,—,—,16,90,59,28.6,10,1.3,0.64,0.39,0.12,0.27,甘肃
植物油-植物油,192001,菜籽油［青油］,Rapeseed oil,100,0.1,899*,3761*,Tr,99.9,0,—,—,Tr,—,—,—,Tr,Tr,Tr,—,60.89,10.81,38.21,11.87,9,9,2,7.0,3,3.7,0.54,—,0.18,0.11,
植物油-植物油,192002,茶油,Tea-seed oil,100,0.1,899*,3761*,Tr,99.9,0,—,—,Tr,—,—,—,Tr,Tr,Tr,—,27.90,1.45,10.30,16.15,5,8,2,0.7,2,1.1,0.34,—,0.03,1.17,
植物油-植物油,192003,大麻油［粟米油］,Sesame oil,100,0.3,899*,3761*,Tr,99.9,0,—,—,0.3,—,—,—,Tr,Tr,Tr,—,8.55,Tr,8.15,0.40,15,6,3,1.5,4,3.1,0.43,—,0.10,0.02,
植物油-植物油,192004,豆油,Soybean oil,100,0.1,899*,3761*,Tr,99.9,0,—,—,Tr,—,—,—,Tr,Tr,Tr,—,93.08,Tr,57.55,35.53,13,7,3,4.9,3,2.0,1.09,—,0.16,0.43,
植物油-植物油,192005,红花油,safflower oil,100,Tr,899*,3696*,Tr,99.9,0,0,0,—,0,Tr,0,Tr,Tr,Tr,0,—,—,—,—,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,UK
植物油-植物油,192006,胡麻油,Linseed oil,100,Tr,900*,3766*,—,100.0,0,—,—,Tr,—,—,—,—,—,—,—,—,—,—,—,3,5,Tr,0.6,1,0.2,0.30,—,0.02,0.03,甘肃
植物油-植物油,192007,花生油,Peanut oil,100,0.1,899*,3761*,Tr,99.9,0,—,—,0.1,—,—,—,Tr,Tr,Tr,—,42.06,17.45,19.31,5.30,12,15,1,3.5,2,2.9,0.48,—,0.15,0.33,
植物油-植物油,192008,混合油（菜+棕）,Mixed oil，rapeseed and palm oil,100,Tr,900*,3766*,—,99.9,0.1,—,—,—,—,—,—,—,0.09,0.1,—,12.04,2.18,9.20,0.66,75,—,2,10.5,24,4.1,1.27,—,0.12,—,武汉
植物油-植物油,192009,葵花子油,Sunflower seed oil,100,0.1,899*,3761*,Tr,99.9,0,—,—,Tr,—,—,—,Tr,Tr,Tr,—,54.60,38.35,13.41,2.84,2,4,1,2.8,4,1.0,0.11,—,Tr,0.02,
植物油-植物油,192010,辣椒油,*Chili oil*，fried with chili pepper,100,Tr,900*,3766*,—,100.0,0,—,—,—,38,230,—,—,—,—,—,87.24,10.09,59.01,18.14,—,—,—,—,—,—,—,—,—,—,北京
植物油-植物油,192011,麻子籽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
植物油-植物油,192012,麦胚油,Wheatgerm oil,100,Tr,899*,3696*,Tr,99.9,0,0,0,—,0,Tr,0,Tr,Tr,Tr,0,—,—,—,—,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,UK
植物油-植物油,192013,棉籽油,Cottonseed oil,100,0.1,899*,3761*,Tr,99.8,0.1,—,—,Tr,—,—,—,Tr,Tr,Tr,—,86.45,19.31,67.14,Tr,17,16,1,4.5,1,2.0,0.74,—,0.08,Tr,
植物油-植物油,192014,色拉油,Salad oil，mix oil,100,0.2,898*,3757*,Tr,99.8,0,—,64,Tr,—,—,—,Tr,Tr,Tr,—,24.01,9.25,12.40,2.36,18,1,3,5.1,1,1.7,0.23,—,0.05,0.01,
植物油-植物油,192015,椰子油,Coconut oil,100,Tr,899*,3696*,Tr,99.9,0,0,0,—,0,Tr,0,Tr,Tr,Tr,0,—,—,—,—,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,UK
植物油-植物油,192016,玉米油,Corn oil,100,0.2,895*,3745*,Tr,99.2,0.5,—,—,0.1,—,—,—,Tr,Tr,Tr,—,50.94,14.42,35.13,1.39,1,18,2,1.4,3,1.4,0.26,—,0.23,0.04,
植物油-植物油,192017,芝麻油［香油］,Sesame oil,100,0.1,898*,3757*,Tr,99.7,0.2,—,—,Tr,—,—,—,Tr,Tr,Tr,—,68.53,1.77,64.65,2.11,9,4,Tr,1.1,3,2.2,0.17,—,0.05,0.76,
